753,Female Portrait,1907,"Munch Museum, Oslo, Norway",,"canvas, oil","50,5 x 46",753.jpg
754,Portrait of an Old Man,1907,"Munch Museum, Oslo, Norway",,"canvas, oil","51 x 45,5",754.jpg
755,Old Man in Warnemünde,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",110 x 85,755.jpg
756,Boy from Warnemünde,1907,Private collection,,"canvas, oil","79,5 x 58,5",756.jpg
757,Street in Warnemünde,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",99 x 79,757.jpg
758,Women and Children in Warnemünde,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 79,758.jpg
759,The Drowned Boy,1907–08,"Munch Museum, Oslo, Norway",,"canvas, oil","85,5 x 130,5",759.jpg
760,Worker and Child,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",70 x 91,760.jpg
761,Mason and Mechanic,1907–08,"Munch Museum, Oslo, Norway",,"canvas, oil","90 x 69,5",761.jpg
762,Bath,1907,Private collection,,"canvas, oil",112 x 90,762.jpg
763,Bathing Men,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",78 x 56,763.jpg
764,Bathing Men,1907,"Österreichische Galerie Belvedere, Wien, Austria",,"canvas, oil",100 x 120,764.jpg
765,Bathing Men,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",69 x 118,765.jpg
766,Bathing Men,1907–08,"Ateneum, Helsinki, Finland",,"canvas, oil",206 x 227,766.jpg
767,The Death of Marat,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",150 x 200,767.jfif
768,The Death of Marat,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",153 x 149,768.jpg
769,Cupid and Psyche,1907,"Munch Museum, Oslo, Norway",,"canvas, oil","119,5 x 99",769.jpg
770,Consolation,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",89 x 108,770.jpg
771,Woman with Children,1907,"Munch Museum, Oslo, Norway",,"unprimed carton, pencil and oil (?)",89 x 69,771.jpg
772,Cupido,1907,"Munch Museum, Oslo, Norway",,"unprimed carton, pencil and oil",65 x 91,772.jpg
773,Weeping Woman,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",103 x 87,773.jpg
774,Weeping Woman,1907,"Munch Museum, Oslo, Norway",,"canvas, oil","174 x 59,5",774.jpg
775,Weeping Woman,1907–09,"The Art Museums in Bergen, Norway. Bergen Art Museum (Stenersen's collection)",,"canvas, oil",63 x 60,775.jfif
776,Weeping Woman,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",121 x 119,776.jpg
777,Weeping Woman,1907–09,"Munch Museum, Oslo, Norway",,"canvas, oil and wax pastel","110,5 x 99",777.jpg
778,Rosa Meissner,1907,"Hiroshima Museum of Art, Japan",,"canvas, oil","51 x 45,2",778.jpg
779,Olga and Rosa Meissner,1907,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil","80,4 x 97,5",779.jfif
780,Olga and Rosa Meissner,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",70 x 80,780.jpg
781,Zum Süssen Mädel,1907,"Munch Museum, Oslo, Norway",,"canvas, oil","85 x 130,5",781.jpg
782,Taken by Surprise,1907,"Munch Museum, Oslo, Norway",,"canvas, oil","85 x 110,5",782.jpg
783,Jealousy,1907,"Munch Museum, Oslo, Norway",,"canvas, oil","89 x 82,5",783.jpg
784,Jealousy,1907?,"Munch Museum, Oslo, Norway",,"canvas, oil","57,5 x 84,5",784.jpg
785,Desire,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",85 x 130,785.jpg
786,The Murderess,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",89 x 63,786.jpg
787,Hatred,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",47 x 60,787.jpg
788,Jealousy,1907?,"Munch Museum, Oslo, Norway",,"canvas, oil","75,5 x 98",788.jpg
789,Man and Woman on the Beach,1907,"Munch Museum, Oslo, Norway",,"canvas, oil",81 x 121,789.jpg
790,The Sick Child,1907,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",118 x 120,790.tif
791,The Sick Child,1907,"Tate Modern, London, England",,"canvas, oil","118,7 x 121",791.jpg
792,Kristiania Bohemians,1907?,"Munch Museum, Oslo, Norway",,"canvas, oil",109 x 160,792.jpg
793,Canal in Warnemünde,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",108 x 67,793.jpg
794,"""Am Strom"", Warnemünde",1908,"Munch Museum, Oslo, Norway",,"canvas, oil","34,5 x 34,5",794.jpg
795,Three Small Girls on the Beach,1908,"Munch Museum, Oslo, Norway",,"canvas, oil","50,5 x 34",795.jpg
796,Canal In Warnemünde,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",72 x 100,796.jpg
797,Canal in Warnemünde,1908,"Munch Museum, Oslo, Norway",,"unprimed wood panel, oil","49 x 59,5",797.jpg
798,Trees by the Canal,1908,"Munch Museum, Oslo, Norway",,"canvas, oil","62,5 x 49,5",798.jpg
799,Attraction in the Landscape,1908,"Munch Museum, Oslo, Norway",,"canvas, oil","35 x 34,5",799.jpg
800,Head by Head in Landscape,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",39 x 39,800.jpg
801,Canal at Sunset,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 65,801.jpg
802,Canal with Dark Clouds,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",63 x 43,802.jpg
803,Self-Portrait against a Blue Sky,1908,"Munch Museum, Oslo, Norway",,"canvas, oil","60 x 80,5",803.jpg
804,Study of a Young Man's Head,1908,"Munch Museum, Oslo, Norway",,"wood panel, oil","40,5 x 31",804.jpg
805,Seascape from Warnemünde,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 71,805.jpg
806,Waves,1908,"Munch Museum, Oslo, Norway",,"canvas, oil","115,5 x 97",806.jpg
807,Waves,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",108 x 95,807.jpg
808,Young Man on the Beach,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",78 x 59,808.jpg
809,Young Man on the Beach,1908,"Munch Museum, Oslo, Norway",,"canvas, oil","79,5 x 59",809.jpg
810,Young Man on the Beach,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",76 x 56,810.jpg
811,Youth,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",206 x 100,811.jpg
812,Old Age,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",200 x 97,812.jpg
813,Childhood,1908,"Munch Museum, Oslo, Norway",,"wood panel, oil","33 x 43,5",813.jpg
814,Childhood,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",105 x 94,814.jpg
815,Old Man,1908,"Munch Museum, Oslo, Norway",,"canvas, oil",97 x 102,815.jpg
816,Old Man,1908–11,"Munch Museum, Oslo, Norway",,"canvas, oil, colored  wax pastel and carbon","195,5 x 90,5",816.jpg
817,Bathers,1908–11,"Munch Museum, Oslo, Norway",,"canvas, oil and wax pastel",101 x 94,817.jpg
818,Gustav Schiefler,1908,Private collection,,"canvas, oil",80 x 69,818.jpg
819,Gustav Schiefler,1908,"Ateneum, Helsinki, Finland",,"canvas, oil","135 x 119,5",819.jpg
820,Daniel Jacobsen,1908,"Statens Museum for Kunst, Copenhagen, Denmark",,"canvas, oil",128 x 74,820.jpg
821,Daniel Jacobsen,1908–09,"Munch Museum, Oslo, Norway",,"canvas, oil","55 x 43,5",821.jpg
822,Daniel Jacobsen,1908–09,"Munch Museum, Oslo, Norway",,"canvas, oil","204 x 111,5",822.jpg
823,Helge Rode,1908,"Munch Museum, Oslo, Norway",,"canvas, oil","48,5 x 41",823.jpg
824,Helge Rode,1908,"Moderna Museet, Stockholm, Sweden",,"canvas, oil",198 x 96,824.jpg
825,Self-Portrait in the Clinic,1909,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil",100 x 110,825.jpg
826,Nurses Holding a Sheet,1909,Location unknown,,"canvas, oil",110 x 94,826.jpg
827,Pernille Kirkeby,1909,Private collection,,"canvas, oil",100 x 89,827.jpg
828,Pernille Kirkeby,1909,Private collection,,"canvas, oil",?,828.jpg
829,Weeping Woman,1909,"Westphalian State Museum of Art and Cultural History, Münster, Germany",,"canvas, oil","88,5 x 72",829.jpg
830,Spring in Kragerø,1909,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 65,830.jpg
831,Prams under High Trees,1909–10,"Munch Museum, Oslo, Norway",,"canvas, oil",140 x 95,831.jpg
832,Jappe Nilssen,1909,"Munch Museum, Oslo, Norway",,"canvas, oil","193 x 94,5",832.jpg
833,Jappe Nilssen,1909,"Munch Museum, Oslo, Norway",,"canvas, oil",94 x 103,833.jpg
834,Torvald Stang,1909,"Munch Museum, Oslo, Norway",,"canvas, oil","200 x 96,5",834.jpg
835,Ludvig Ravensberg,1909,"Munch Museum, Oslo, Norway",,"canvas, oil",174 x 77,835.jpg
836,Christian Gierløff,1909,"Gothenburg Museum of Art, Sweden",,"canvas, oil","207 x 100,5",836.jpg
837,Jens Thiis,1909,"Munch Museum, Oslo, Norway",,"canvas, oil",203 x 102,837.jpg
838,Torvald Stang and Edvard Munch,1909–11,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 125,838.jpg
839,Sigurd Høst,1909–11,Private collection,,"canvas, oil",110 x 120,839.jpg
840,Adam and Eve,1909?,"Munch Museum, Oslo, Norway",,"canvas, oil","111,5 x 145",840.jpg
841,Adam and Eve,1909,"Munch Museum, Oslo, Norway",,"canvas, oil","130,5 x 202",841.jpg
842,Garden in Kragerø,1909,"Munch Museum, Oslo, Norway",,"canvas, oil",127 x 102,842.jpg
843,Trees by the Sea,1909–12,"Munch Museum, Oslo, Norway",,"canvas, oil","67,5 x 81",843.jpg
844,Garden in Kragerø,1909,Private collection,,"canvas, oil",120 x 110,844.jpg
845,Two Women under a Tree,1909–12,"Munch Museum, Oslo, Norway",,"canvas, oil",95 x 164,845.jpg
846,Sigurd Slembe,1909,"Munch Museum, Oslo, Norway",,"canvas, oil","88,5 x 122,5",846.jpg
847,"Sitting on a Cloud (Norwegian: ""Deilig er jorden"")",1909,"Munch Museum, Oslo, Norway",,"unprimed carton, oil","71,8 x 116",847.jpg
848,Village by the Sea,1909–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",66 x 104,848.jpg
849,Ship Being Scrapped,1909–11,"Kunsthaus Zürich, Switzerland. A gift from Alfred Rütschi in 1929",,"canvas, oil","99,5 x 110,5",849.jpg
850,Ship being Scrapped,1909–11,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 110,850.jpg
851,Dance,1909–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?)",80 x 159,851.jpg
852,People Gathering around a Man in Red,1909–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?)",132 x 190,852.jpg
853,Nude Figures on the Beach,1909–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and carbon",73 x 226,853.jpg
854,Woman Hurrying Downwards,1909–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",120 x 94,854.jpg
855,Henrik Ibsen at the Grand Café,1909–10,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil","115,5 x 180,5",855.jpg
856,Jonas Lie with his Family,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and wax pastel",139 x 219,856.jpg
857,Bjørnstjerne Bjørnson Speaking to the People,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil","140 x 218,5",857.jpg
858,Bjørnstjerne Bjørnson Speaking to the People,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil","78 x 68,5",858.jpg
859,"Geniuses: Ibsen, Nietzsche and Socrates",1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil","134,5 x 175",859.jpg
860,The Geniuses,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, wax pastel",190 x 250,860.jpg
861,Medicine,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, wax pastel",90 x 140,861.jpg
862,Old Man Sitting under a Tree,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",125 x 135,862.jpg
863,The Human Mountain,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera and carbon",129 x 160,863.jpg
864,"Astronomy, History and Geography",1909,"Munch Museum, Oslo, Norway",,"paper, watercolor, pencil and black wax crayon",93 x 158,864.jpg
865,Astronomy,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and black wax pastel",140 x 79,865.jpg
866,Astronomy,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and carbon",141 x 77,866.jpg
867,Geography,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and carbon",141 x 72,867.jpg
868,Death and Crystallization,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and carbon",140 x 79,868.jpg
869,Physics,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and black wax pastel",144 x 74,869.jpg
870,Chemistry,1909,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and black wax pastel",141 x 71,870.jpg
871,Chemistry,1909,"Munch Museum, Oslo, Norway",,"paper, watercolor",151 x 82,871.jpg
872,The Beggar,1909–10,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and carbon",215 x 140,872.jpg
873,Workers in Snow,1909–10,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and carbon",210 x 135,873.jpg
874,Workers in Snow,1910,"Private collection; on loan to The National Museum of Western Art, Tokyo, Japan",,"canvas, oil",224 x 162,874.jpg
875,Galloping Horse,1910–12,"Munch Museum, Oslo, Norway",,"canvas, oil",148 x 120,875.jpg
876,Walking in Snow,1910–12,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 100,876.jpg
877,Sailors in Snow,1910–12,"Munch Museum, Oslo, Norway",,"canvas, oil",96 x 76,877.jpg
878,People and Timber Transport in a Kragerø Street,1910–12,"Munch Museum, Oslo, Norway",,"canvas, oil",106 x 93,878.jpg
879,Man with a Sledge,1910–12,"Munch Museum, Oslo, Norway",,"canvas, oil",77 x 81,879.jpg
880,Uphill with a Sledge,1910–12,"Munch Museum, Oslo, Norway",,"canvas, oil","65 x 115,5",880.jpg
881,Black and Yellow Man in Snow,1910–12,"Munch Museum, Oslo, Norway",,"canvas, oil",58 x 51,881.jpg
882,Børre by the Window,1910–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera","118 x 95,5",882.jpg
883,Børre Eriksen,1910–11,"Munch Museum, Oslo, Norway",,"canvas, oil","86,5 x 94",883.jpg
884,Børre Eriksen,1910–11,"Munch Museum, Oslo, Norway",,"canvas, oil",75 x 57,884.jpg
885,Old Fisherman on Snow-covered Coast,1910–11,"Munch Museum, Oslo, Norway",,"canvas, oil","103,5 x 128",885.jpg
886,Ship's Deck in Storm,1910–12,"Munch Museum, Oslo, Norway",,"canvas, oil",125 x 1205,886.jpg
887,Winter Landscape from Kragerø,1910,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo",,"canvas, oil",94 x 96,887.jpg
888,Snowstorm by the Sea,1910–12,"Munch Museum, Oslo, Norway",,"canvas, oil","93 x 94,5",888.jpg
889,Winter by the Sea,1910–13,"Munch Museum, Oslo, Norway",,"canvas, oil",92 x 112,889.jpg
890,Winter in Kragerø,1910–12,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 100,890.jpg
891,Spring Work in the Skerries,1910,"Munch Museum, Oslo, Norway",,"canvas, oil",92 x 116,891.jpg
892,Spring Work in the Skerries,1910–14,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 100,892.jpg
893,Children in the Street,1910–15,"Munch Museum, Oslo, Norway",,"canvas, oil",92 x 100,893.jpg
894,The House in the Skerries,1910–15,"Munch Museum, Oslo, Norway",,"canvas, oil",78 x 63,894.jpg
895,Train Smoke,1910,"Private collection, USA",,"canvas, oil",91 x 116,895.jpg
896,The Scream,1910?,"Munch Museum, Oslo, Norway",,"unprimed carton, tempera and oil","83,5 x 66",896.jpg
897,Groups of People on the Beach,1910,"Munch Museum, Oslo, Norway",,"canvas, oil",105 x 220,897.jpg
898,Youth,1910,"Museum Folkwang, Essen, Germany",,"canvas, oil",201 x 96,898.jpg
899,Fruit Trees in Blossom,1910–11,"Munch Museum, Oslo, Norway",,"canvas, oil",117 x 98,899.jpg
900,Trees and Buttercups,1910–11,Location unknown,,"canvas, oil",96 x 79,900.jpg
901,Young Woman and Buttercups,1910,Private collection,,"canvas, oil","52,5 x 85",901.jpg
902,Children on the Crag,1910,"Munch Museum, Oslo, Norway",,"canvas, oil","106,5 x 151,5",902.jpg
903,Street in Kragerø,1910,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 120,903.jpg
904,Street in Kragerø,1910–11,"Private collection, South America",,"canvas, oil","96,5 x 122",904.jpg
905,Rain at the Coast,1910–11,"Munch Museum, Oslo, Norway",,"canvas, oil",93 x 107,905.jpg
906,The Murderer,1910,"Munch Museum, Oslo, Norway",,"canvas, oil","94,4 x 154,4",906.jpg
907,Road near Kragerø,1910–11,"Munch Museum, Oslo, Norway",,"canvas, oil","79,5 x 73,5",907.jpg
908,Nude Couple on the Beach,1910–16,"Munch Museum, Oslo, Norway",,"canvas, oil",134 x 91,908.jpg
909,Two Old Men,1910,"Waldemarsudde, Stockholm, Sweden",,"canvas, oil",130 x 200,909.jpg
910,Ida Roede,1910,"Lillehammer Art Museum, Norway. Einar Lunde's collection",,"canvas, oil","248 x 90,5",910.jpg
911,The Human Mountain,1909–10,"Munch Museum, Oslo, Norway",,"canvas, oil",96 x 158,911.jpg
912,The Human Mountain,1909–10,"Munch Museum, Oslo, Norway",,"canvas, oil",70 x 125,912.jpg
913,The Human Mountain,1909–10,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil (?) and wax pastel",76 x 126,913.jpg
914,The Human Mountain,1909–10,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil (?)",136 x 242,914.jpg
915,Old Men in Sun Light,1909–10,"Munch Museum, Oslo, Norway",,"unprimed canvas, wax pastel and carbon",203 x 133,915.jpg
916,Naked Old Man,1909–10,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and wax pastel",270 x 132,916.jpg
917,History,1909–10,The University of Oslo,,"unprimed canvas, oil (?) and wax pastel",72 x 125,917.jpg
918,History,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil (?) and wax pastel",136 x 212,918.jpg
919,History,1910–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, mixed technique",314 x 875,919.jpg
920,History,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",39 x 98,920.jpg
921,History: Study for the Old Man,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and carbon",135 x 99,921.jpg
922,History: Study for the Old Man,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil (?) and carbon",95 x 57,922.jpg
923,History: Study for the Old Man and Two Boys,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil (?) and carbon","219,5 x 167,5",923.jpg
924,The Source,1910,"Munch Museum, Oslo, Norway",,"canvas, oil",69 x 145,924.jpg
925,The Tree of Life,1910,"Munch Museum, Oslo, Norway",,"canvas, oil",69 x 158,925.jpg
926,The Sun and Awakening Nude Men,1910–11,"Munch Museum, Oslo, Norway",,"canvas, oil",70 x 116,926.jpg
927,The Sun,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and carbon",60 x 233,927.jpg
928,People in Sunshine,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, wax pastel",196 x 222,928.jpg
929,People in Sunshine,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, wax pastel",134 x 232,929.jpg
930,Wandering towards the Light,1910,"Munch Museum, Oslo, Norway",,"unprimed carton, gouache and wax pastel",69 x 86,930.jpg
931,Seated Naked Man,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, wax pastel and oil (?)",135 x 91,931.jpg
932,The Tree of Life,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and wax pastel",58 x 138,932.jpg
933,The Tree of Life,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera (?) and wax pastel",134 x 242,933.jpg
934,The Tree of Life: Left Part,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and wax pastel",140 x 198,934.jpg
935,The Tree of Life: Right Part,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and wax pastel",142 x 130,935.jpg
936,Life: Left Part,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera","134,5 x 147",936.jpg
937,Life Right Part,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",136 x 135,937.jpg
938,Life,1910,Oslo City Hall,,"canvas, oil",194 x 369,938.jpg
939,Harvesting Women,1910–14,"Munch Museum, Oslo, Norway",,"canvas, oil",84 x 54,939.jpg
940,Nude Woman Stretching her Arms in the Air,1910–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",133 x 40,940.jpg
941,Harvesting Women,1910–11,"Munch Museum, Oslo, Norway",,"canvas, wax pastel and tempera",260 x 106,941.jpg
942,Harvesting Women,1910–11,,,"unprimed canvas, oil","490 x 205,5",942.jpg
943,Standing Naked Man. The Source,1910–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",276 x 95,943.jpg
944,The Source,1910–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and wax pastel",400 x 195,944.jpg
945,New Rays,1910–13,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil (?) and wax pastel",260 x 146,945.jpg
946,New Rays,1910–11,"Munch Museum, Oslo, Norway",,"canvas, oil (?)",415 x 197,946.jpg
947,Chemistry,1910–11,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and wax pastel",260 x 215,947.jpg
948,Chemistry,1910–11,"Munch Museum, Oslo, Norway",,"canvas, oil",455 x 200,948.jpg
949,Woman with Children,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera and carbon",200 x 142,949.jpg
950,The Researchers,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, wax pastel","110 x 253,5",950.jpg
951,The Researchers,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, wax pastel and oil (?)",132 x 383,951.jpg
952,The Researchers: Study for a Seated Boy,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, wax pastel and oil",132 x 330,952.jpg
953,The Sun,1910,"Munch Museum, Oslo, Norway",,"canvas, oil",73 x 95,953.jpg
954,The Sun,1910–12,"Munch Museum, Oslo, Norway",,"unprimed carton, oil",60 x 91,954.jpg
955,The Sun,1910–13,"Munch Museum, Oslo, Norway",,"canvas, oil",162 x 205,955.jpg
956,The Sun,1910–13,"Munch Museum, Oslo, Norway",,"canvas, oil","163,5 x 202",956.jpg
957,The Sun,1910–13,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",179 x 225,957.jpg
958,The Sun,1910–11,"MUNCH,[5] Bjørvika, Oslo, Norway",,"canvas, oil",450 x 772,958.jpg
959,History,1910–11,"Munch Museum, Oslo, Norway",,"canvas, oil (?)",429 x 1135,959.jpg
960,The Researchers,1910–11,"Munch Museum, Oslo, Norway",,"canvas, tempera (?)",480 x 1100,960.jpg
961,The Researchers: Left Part with Playing children,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and tempera",270 x 340,961.jpg
962,The Researchers: Central Group with Alma Mater,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and tempera",270 x 242,962.jpg
963,The Researchers: Right Part with Sitting Boy,1910,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and tempera",270 x 146,963.jpg
964,The Researchers: Group of Children Standing,1910–14,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and carbon",160 x 266,964.jpg
965,The Researchers: Boy Lying on his Stomach,1910–14,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and wax pastel",112 x 267,965.jpg
966,The Researchers: Group of Children Standing,1910–14,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 172,966.jpg
967,The Researchers: Children's Feet,1910–14,"Munch Museum, Oslo, Norway",,"canvas, oil",98 x 346,967.jpg
968,History,1911/1914-16,"University of Oslo, The Aula",,"canvas, oil",455 x 1160,968.jfif
969,The Researchers,1911/1925-27?,"Munch Museum, Oslo, Norway",,"canvas, oil",480 x 1100,969.jpg
970,The Sun,1911,"University of Oslo, The Aula",,"canvas, oil",455 x 780,970.jpg
971,The Pathfinder,1911,Probably lost,lost,?,?,
972,The Sower,1911,Probably lost,lost,?,?,
973,Young Woman Walking towards the Sun,1911,Probably lost,lost,?,?,
974,Young Man Walking towards the Sun,1911,Probably lost,lost,?,?,
975,Men Turning towards the Sun,1911–14,"Munch Museum, Oslo, Norway",,"canvas, oil","179,5 x 103,5",975.jpg
976,Women Turning towards the Sun,1911–14,"Munch Museum, Oslo, Norway",,"canvas, oil",457 x 169,976.jpg
977,The Pathfinder,1911–12,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and carbon",142 x 325,977.jpg
978,Melancholy,1911,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo",,"canvas, oil",120 x 125,978.jpg
979,Man and Woman by the Window with Potted Plants,1911,"Munch Museum, Oslo, Norway",,"canvas, oil",91 x 100,979.jpg
980,Large and Small Dog,1911–12,"Munch Museum, Oslo, Norway",,"canvas, oil","89,5 x 99,5",980.jpg
981,Two Dogs,1911–12,"Malmö Art Museum, Sweden",,"canvas, oil",69 x 83,981.jpg
982,Two Boys on the Beach,1911,Private collection,,"canvas, oil","94 x 99,5",982.jpg
983,Pine Trees by the Sea,1911–13,"Munch Museum, Oslo, Norway",,"canvas, oil",89 x 99,983.jpg
984,Pine Trees and Fruit Trees in Blossom,1911,"Munch Museum, Oslo, Norway",,"canvas, oil",102 x 153,984.jpg
985,Pine Trees and Fruit Trees in Blossom,1911,"Munch Museum, Oslo, Norway",,"canvas, oil",91 x 94,985.jpg
986,Pine Trees and Fruit Trees in Blossom,1911,"Munch Museum, Oslo, Norway",,"canvas, oil",110 x 130,986.jpg
987,Morning in the Garden,1911–12,"Munch Museum, Oslo, Norway",,"canvas, oil","70 x 119,5",987.jpg
988,Waves against the Shore,1911–12,"Munch Museum, Oslo, Norway",,"canvas, oil","98 x 132,5",988.jpg
989,Beach Study,1911–12,"Munch Museum, Oslo, Norway",,"canvas, oil",68 x 164,989.jpg
990,Buding Leaves,1911–15,Private collection,,"canvas, oil",70 x 90,990.jpg
991,Geese in the Garden,1911,"Collectión Carmen Thyssen-Bornemisza en depósito en el Museo Thyssen-Bornemisza, Madrid, Spain",,"canvas, oil",90 x 68,991.jpg
992,Self-Portrait with Hands under Cheek,1911,"Munch Museum, Oslo, Norway",,"canvas, oil","83 x 69,5",992.jpg
993,Ingeborg Kaurin,1911–12,"Munch Museum, Oslo, Norway",,"unprimed wood panel, oil",55 x 37,993.jpg
994,Ingeborg Kaurin,1911–12,"Munch Museum, Oslo, Norway",,"canvas, oil",98 x 75,994.jpg
995,Summer in Kragerø,1911,Private collection,,"canvas, oil",110 x 120,995.jpg
996,Horse in Landscape,1912,Private collection,,"canvas, oil","68 x 90,5",996.jpg
997,Winter in Kragerø,1912,"Munch Museum, Oslo, Norway",,"canvas, oil","132,5 x 131",997.jpg
998,Snow Landscape from Kragerø,1912,"Fram Trust, USA",,"canvas, oil","96 x 125,5",998.jpg
999,Snow Landscape from Kragerø,1912,Private Collection,,"canvas, oil","80 x 110,5",999.jpg
1000,Felled Trees,1912,Private collection,,"canvas, oil",68 x 102,1000.jpg
1001,Felling Area,1912,Private collection,,"canvas, oil",107 x 127,1001.jpg
