264,Sick Mood at Sunset. Despair,1892,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",92 x 67,264.jpg
265,Cypress in Moonlight,1892,Private collection,,"canvas, oil",81 x 54,265.jpeg
266,Kiss by the Window,1892,"National Gallery, Oslo, Norway",,"canvas, oil",73 x 92,266.jpg
267,The Kiss,1892,Private collection,,"canvas, oil",72 x 59,267.jpg
268,The Girl by the Window,1892,Probably lost,,?,?,268.jpg
269,Woman Combing her Hair,1892,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rsmus Meyer's collection)",,"canvas, oil","91,5 x 72,5",269.jpg
270,Woman Looking in the Mirror,1892,Private collection,,"canvas, oil","92 x 72,5",270.jpg
271,After the Bath,1892,Erik M. Vik,,"canvas, oil",119 x 135,271.jpg
272,From the Riviera,1892,"Munch Museum, Oslo, Norway",,"canvas, oil","46,5 x 69",272.jpg
273,From the Riviera,1892,Probably lost,lost,?,?,
274,Moonlight by the Mediterranean,1892,"National Gallery, Oslo, Norway",,"canvas, oil",46 x 55,274.jpg
275,A Pine,1892,Private collection,,"canvas, oil",55 x 46,275.jpg
276,Trees by the Mediterranean,1892,"Galerie výtvarného umění v Ostravě, Ostrava, Czech Republic",,"canvas, oil",62 x 51,276.jpg
277,From the Riviera,1892,Private collection,,"canvas, oil",63 x 48,277.jpg
278,Men Flocking round Women in Light Clothing,1892,Probably lost,lost,?,?,
279,Forest,1892,The Art Museums in Bergen. Bergen Art Museum (Stenersen's collection),,"canvas, oil",59 x 94,279.jpg
280,Moonlight on the Beach,1892,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil","62,5 x 96",280.jpg
281,Mystery on the Shore,1892,Private collection,,"canvas, oil","86,5 x 124,5",281.jpg
282,Mystery on the Shore,1892,"Sammlung Würth, Künzelsau",,"unprimed canvas, oil",100 x 140,282.jpg
283,Two Human Beings. The Lonely Ones,1892,Lost during an explosion on 9 December 1901,,"canvas, oil",?,283.jpg
284,Melancholy,1892,"National Gallery, Oslo, Norway",,"canvas, oil",64 x 96,284.jpg
285,Night in Saint-Cloud,1892,Private collection,,"canvas, wax pastel and pastel","78,5 x 73,5",285.jpg
286,Night in Saint-Cloud,1892–93,Private collection,,"canvas, pastel",73 x 69,286.jpg
287,Night in Saint-Cloud,1892,Private collection,,"paper, oil","28 x 23,5",287.jpg
288,Vision,1892,"Munch Museum, Oslo, Norway",,"canvas, oil",72 x 45,288.jpg
289,The Water Lilies,1892–93,Private collection,,"paper, gouache","28,5 x 44",289.jpg
290,Evening on Karl Johan,1892,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"unprimed canvas, oil","84,5 x 121",290.jpg
291,From Nordstrand,1892,Private collection,,"canvas, oil","98,5 x 67",291.jpg
292,On the Veranda,1892,"Munch Museum, Oslo, Norway",,"canvas, oil","90,5 x 80,5",292.jpg
293,Inger by the Window,1892,Private collection,,"canvas, oil",90 x 69,293.jpg
294,Inger in Black and Violet,1892,"National Gallery, Oslo, Norway",,"canvas, oil","172,5 x 122,5",294.jpg
295,Seated Young Woman,1892,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil","54,5 x 72,5",295.jpg
296,Autumn Rain,1892,Private collection,,"canvas, oil","71,5 x 67",296.jpg
297,Jakob Bratland,1892,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 66,297.jpg
298,Ludvig Meyer,1892,"Trondheim Kunstmuseum, Norway",,"canvas, oil","214,5 x 103,5",298.jpg
299,Thor Lütken,1892,Private collection,,"canvas, oil","81,5 x 65",299.jpg
300,Ragnhild and Dagny Juel,1892–93,Location unknown,,"canvas, oil","95,5 x 66",300.jpg
301,Portrait of August Strindberg,1892,"Moderna Museet, Stockholm, Sweden",,"canvas, oil",120 x 90,301.jpg
302,Night in Saint-Cloud,1893,Private collection,,"canvas, oil","70 x 56,5",302.jpg
303,The Girl by the Window,1893,"Art Institute of Chicago, Illinois, USA",,"canvas, oil",96 x 65,303.jpg
304,Study of a Model,1893,"Solomon R. Guggenheim Foundation, New York, USA",,"carton, pastel","76,5 x 55,5",304.jpg
305,Separation,1893,"Munch Museum, Oslo, Norway",,"paper, gouache, watercolor and wax pastel","33 x 59,5",305.jpg
306,Woman with Red Hat,1893–94,"Gothenburg Museum of Art, Sweden",,"wood panel, oil",24 x 18,306.jpg
307,Symbolic Study,1893–94,"Munch Museum, Oslo, Norway",,"unprimed carton, tempera",56 x 69,307.jpg
308,Portrait of a Man,1893–94,"Munch Museum, Oslo, Norway",,"unprimed carton, wax pastel",63 x 47,308.jpg
309,Woman's head against a red Background,1893–94,"Munch Museum, Oslo, Norway",,"unprimed carton, gouache (?)","63 x 47,5",309.jpg
310,Self-Portrait under the Mask of a Woman,1893,"Munch Museum, Oslo, Norway",,"panel, tempera","69 x 43,5",310.jpg
311,Seated Nude and Grotesque Masque,1893,"Munch Museum, Oslo, Norway",,"canvas, oil and casein",100 x 80,311.jpg
312,Sunrise in the Harbour,1893–94,"Munch Museum, Oslo, Norway",,"canvas, oil",54 x 81,312.jpg
313,Rosa and Amelie,1893,"Stenersen Museum, Oslo, Norway. Rolf E. Stenersen's gift to the city of Oslo",,"unprimed canvas, oil",78 x 109,313.jpg
314,Sunrise in Åsgårdstrand,1893–94,Private collection,,"canvas, oil",65 x 89,314.jpg
315,Summer Night,1893,The Art Museums in Bergen. Bergen Art Museum (Bergen Billedgalleri),,"canvas, tempera and oil","70,5 x 96",315.jpg
316,Melancholy,1893,"Munch Museum, Oslo, Norway",,"canvas, oil",86 x 129,316.jpg
317,Death at the Helm,1893,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 120,317.jpg
318,Summer Night. Mermaid,1893,"Munch Museum, Oslo, Norway",,"canvas, oil",93 x 117,318.jpg
319,Summer Night's Dream. The Voice,1893,"Museum of Fine Arts, Boston, Massachusetts, USA [1]",,"canvas, oil",88 x 108,319.jpg
320,Starry Night,1893,"The J. Paul Getty Museum, Los Angeles, California, USA",,"canvas, oil","135,5 x 140",320.jpg
321,Starry Night,1893,"Von der Heydt Museum, Wuppertal, Germany",,"canvas, oil","108,5 x 120,5",321.jpg
322,Moonlight,1893,"National Gallery, Oslo, Norway",,"canvas, oil","140,5 x 135",322.jpg
323,House in Moonlight,1893–95,The Art Museums in Bergen. Bergen Art Museum (Rasmus Meyer's collection),,"canvas, oil","70 x 95,8",323.jpg
324,The Storm,1893,"Museum of Modern Art, New York, USA",,"canvas, oil",92 x 131,324.jpg
325,Death and Spring,1893,"Munch Museum, Oslo, Norway",,"canvas, oil","73 x 94,5",325.jpg
326,The Angel of Death,1893,"Munch Museum, Oslo, Norway",,"unprimed carton, oil",58 x 78,326.jpg
327,By the Deathbed. Fever,1893,"Munch Museum, Oslo, Norway",,"unprimed carton, pastel","59 x 78,5",327.jpg
328,Death in the Sickroom,1893,"Munch Museum, Oslo, Norway",,"canvas, pastel",91 x 109,328.jpg
329,Death in the Sickroom,1893,"National Gallery, Oslo, Norway",,"canvas, tempera and wax pastel","152,5 x 169,5",329.jpg
330,Death in the Sickroom,1893,"Munch Museum, Oslo, Norway",,"canvas, oil","134,5 x 160",330.jpg
331,Vampire,1893,"Munch Museum, Oslo, Norway",,"unprimed carton, wax pastel","56,5 x 74",331.jpg
332,The Scream,1893,"Munch Museum, Oslo, Norway",,"unprimed carton, wax pastel",74 x 56,332.jpg
333,The Scream,1893,"National Gallery, Oslo, Norway",,"unprimed carton, tempera and wax pastel","91 x 73,5",333.jpg
334,Vampire,1893,"Gothenburg Museum of Art, Sweden",,"canvas, oil","80,5 x 100,5",334.jpg
335,Vampire,1893,"Munch Museum, Oslo, Norway",,"canvas, oil",77 x 98,335.jpg
336,The Hands,1893–94,"Munch Museum, Oslo, Norway",,"unprimed carton, oil and wax pastel",91 x 77,336.jpg
337,Dagny Juel Przybyszewska,1893,"Munch Museum, Oslo, Norway",,"canvas, oil","149 x 100,5",337.jpg
338,Helge Bäckström,1893,"Thiel Gallery, Stockholm, Sweden",," carton, oil",81 x 63,338.jpg
339,Minchen Torkildsen,1893,Location unknown,,"paper, pastel","87 x 67,5",339.jpg
340,Ragnhild Bäkström,1894,"National Gallery, Oslo, Norway",,"canvas, pastel",87 x 70,340.jpg
341,Botho Graf Schwerin,1894,"Munch Museum, Oslo, Norway",,"unprimed carton, colored chalk",79 x 65,341.jpg
342,Ebehard von Bodenhausen,1894,Location unknown,,?,?,342.jpg
343,Julius Meier-Graefe,1894,"National Gallery, Oslo, Norway",,"canvas, oil",100 x 75,343.jpg
344,Separation,1894,"Munch Museum, Oslo, Norway",,"canvas, oil",115 x 150,344.jpg
345,Death and Life,1894,"Munch Museum, Oslo, Norway",,"canvas, oil","128,5 x 86",345.jpg
346,Puberty,1894,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",149 x 112,346.jpg
347,Puberty,1894–95,"National Gallery, Oslo, Norway",,"canvas, oil","151,5 x 110",347.jpg
348,The Day After,1894,"National Gallery, Oslo, Norway",,"canvas, oil",115 x 152,348.jpg
349,Vampire,1894,Private collection,,"canvas, oil",100 x 110,349.jpg
350,Selma Fontheim,1894,"Hamburger Kunsthalle, Hamburg, Germany",,"canvas, oil","110,5 x 76,5",350.jpg
351,Selma Fontheim,1894,"Barony Rosendal, Kvinnherad, Norway",,"canvas, oil","97 x 65,5",351.jpg
352,Nora Mengelberg,1894,Private collection,,"canvas, oil",100 x 75,352.jpg
353,Ludvig Meyer's Children,1894,"Foundation Gemäldesammlung Emil Bretschger / Kunstmuseum Bern, Switzerland",,"canvas, oil","105 x 124,2",353.jpg
354,Stanislaw Przybyszewski,1894,"Munch Museum, Oslo, Norway",,"canvas, casein and glue",75 x 60,354.jpg
355,Inger in a Red Dress,1894,"Harvard Art Museums: Busch-Reisinger Museum, Cambridge, Massachusetts, USA. Gift of Lynn G. Straus in memory of Philip A. Straus[3]",,"unprimed carton, oil and wax pastel",98 x 62,355.jpg
356,Bathing Women,1894,Private collection,,"canvas, pastel","79,5 x 81,5",356.jpg
357,Bathers,1894,Probably lost,lost,?,?,
358,Bathing Boys,1894,"National Gallery, Oslo, Norway",,"canvas, oil",92 x 150,358.jpg
359,Melancholy,1894,Private collection,,"canvas, oil",72 x 98,359.jpg
360,Melancholy,1894–96,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil","81 x 100,5",360.jpg
361,Woman. Sphinx,1894,"Munch Museum, Oslo, Norway",,"canvas, oil",72 x 100,361.jpg
362,Woman,1894,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"unprimed canvas, oil","164,5 x 251",362.jpg
363,Anxiety,1894,"Munch Museum, Oslo, Norway",,"canvas, oil",94 x 74,363.jpg
364,Despair,1894,"Munch Museum, Oslo, Norway",,"canvas, oil","92 x 72,5",364.jpg
365,Madonna,1894,"Munch Museum, Oslo, Norway",,"canvas, oil","90 x 68,5",365.jpg
366,Madonna,1894–95,"National Gallery, Oslo, Norway",,"canvas, oil","90,5 x 70,5",366.jpg
367,Madonna,1895,"Hamburger Kunsthalle, Hamburg, Germany. Dauerleihgabe der Stiftung zur Förderung der Hamburgischen Kunstsammlungen",,"canvas, oil",90 x 71,367.jpg
368,Madonna,1895–97,Steven A. Cohen,,"canvas, oil",93 x 75,368.jpg
369,Madonna,1895–97,Catherine Woodard and Nelson Blitz jr.,,"canvas, oil","101 x 70,5",369.jpg
370,Berlin Model,1895,"Harvard Art Museums: Busch-Reisinger Museum, Cambridge, Massachusetts, USA",,"canvas, oil",76 x 57,370.jpg
371,Cabaret,1895,"Munch Museum, Oslo, Norway",,"canvas, oil",60 x 88,371.jpg
372,The Scream,1895,Leon Black,,"carton, pastel",79 x 59,372.jpg
373,Vampire,1895,Location unknown,,"carton, pastel, wax pastel",27 x 37,373.jpg
374,The Smell of Death,1895,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera and oil",100 x 110,374.jpg
375,The Smell of Death,1895,"Munch Museum, Oslo, Norway",,"unprimed carton, tempera",55 x 79,375.jpg
376,At the Deathbed,1895,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"unprimed canvas, oil and tempera","90 x 120,5",376.jpg
377,Vampire,1895,"Munch Museum, Oslo, Norway",,"canvas, oil",91 x 109,377.jpg
378,Ashes,1895,"National Gallery, Oslo, Norway",,"canvas, oil","120,5 x 141",378.jpg
379,Jealousy,1895,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil","66,8 x 100",379.jpg
380,Beach in Åsgårdstrand,1895,Private collection,,"unprimed carton, oil","57,5 x 83,5",380.jpg
381,Moonlight,1895,"National Gallery, Oslo, Norway",,"canvas, oil",93 x 110,381.jpg
382,Self-Portrait with Cigarette,1895,"National Gallery, Oslo, Norway",,"canvas, oil","110,5 x 85,5",382.jpg
383,Stanislaw Przybyszewski,1895,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil and tempera","62,5 x 55,5",383.jpg
384,Oscar and Ingeborg Heiberg,1895–96,"Munch Museum, Oslo, Norway",,"canvas, pastel","65 x 84,5",384.jpg
385,Half-Nude in a Black Skirt,1896,"Munch Museum, Oslo, Norway",,"unprimed carton, wax pastel",64 x 54,385.jpg
386,Study of a Nude,1896,"Munch Museum, Oslo, Norway",,"canvas, oil","56,5 x 47",386.jpg
387,Young Woman Washing herself,1896,"National Gallery, Oslo, Norway",,"wood panel, oil","74,5 x 59",387.jpg
388,Seated Nude against a Red Background,1896,"National Gallery, Oslo, Norway",,"canvas, oil",80 x 60,388.jpg
389,Seated Nude with her Back Turned,1896,The Art Museums in Bergen. Bergen Art Museum (Rasmus Meyer's collection),,"unprimed wood panel, oil","64,5 x 48,5",389.jpg
390,The Mermaid,1896,"Philadelphia Museum of Art, Pennsylvania, USA",,"canvas, oil",100 x 315,390.jpg
391,Summer Landscape,1896,"Munch Museum, Oslo, Norway",,"canvas, tempera",75 x 100,391.jpg
392,The Sick Child,1896,"Gothenburg Museum of Art, Sweden",,"canvas, oil","121,5 x 118,5",392.jpg
393,Separation,1896,"Munch Museum, Oslo, Norway",,"canvas, oil","96,5 x 127",393.jpg
394,Summer Night. The Voice,1896,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil","90 x 119,5",394.jpg
395,The Girl by the Window,1896–97,Private collection,,"wood panel, oil","35 x 26,5",395.jpg
396,Bathing Woman,1896–97,"Munch Museum, Oslo, Norway",,"canvas, oil",99 x 145,396.jpg
397,The Kiss,1896–97,Private collection,,"wood panel, oil","38,5 x 31",397.jpg
398,Women in a Swimming Pool,1896–97,"Munch Museum, Oslo, Norway",,"canvas, oil","72 x 120,5",398.jpg
399,Paul Herrmann and Paul Contard,1897,"Belvedere, Vienna, Austria",,"canvas, oil",54 x 73,399.jpg
400,The Kiss,1897,"Munch Museum, Oslo, Norway",,"canvas, tempera and oil",87 x 80,400.jpg
401,The Kiss,1897,"Munch Museum, Oslo, Norway",,"canvas, oil",99 x 81,401.jpg
402,Inheritance,1897–99,"Munch Museum, Oslo, Norway",,"canvas, oil",141 x 120,402.jpg
403,Women in Hospital,1897,"Munch Museum, Oslo, Norway",,"canvas, oil and wax pastel","109,5 x 99,5",403.jpg
404,Mother and Daughter,1897–99,"National Gallery, Oslo, Norway",,"canvas, oil",135 x 163,404.jpg
405,Two Women in a Landscape,1897–99,"Munch Museum, Oslo, Norway",,"canvas, tempera and oil",76 x 90,405.jpg
406,Old Man with a Beard,1897–99,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",60 x 29,406.jpg
407,Brothel Scene,1897–99,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",60 x 88,407.jpg
408,Hospital Ward,1897–99,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",80 x 140,408.jpg
409,Bathing Boys,1897–98,"Munch Museum, Oslo, Norway",,"canvas, oil","83,5 x 100",409.jpg
410,Bathing Boys,1897–99,Private collection,,"canvas, oil",75 x 120,410.jpg
411,Bathing Girls,1897–99,"Munch Museum, Oslo, Norway",,"canvas, oil","68,5 x 91",411.jpg
412,Bathing Children,1897–99,"Munch Museum, Oslo, Norway",,"canvas, oil","45,7 x 54,8",412.jpg
413,Bathing Boys,1897–99,Private collection,,"canvas, oil",71 x 58,413.jpg
414,Autumn,1897–98,"Munch Museum, Oslo, Norway",,"canvas, oil","66,5 x 66",414.jpg
415,Marie Helene Holmboe,1898,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil","116,5 x 112",415.jpg
416,Female Portrait,1898–99,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasums Meyer's collection)",,"canvas, mixed technique","105,5 x 107,8",416.jpg
417,Dark-Haired Man and Red-Haired Woman,1898–99,"Munch Museum, Oslo, Norway",,"canvas, tempera",48 x 72,417.jpg
418,Holger Drachmann,1898,,,"unprimed carton, tempera",72 x 55,418.jpg
419,Henrik Ibsen at the Grand Café [no],1898,Private collection,,"canvas, oil",70 x 96,419.jpg
420,Study of a Model,1898,"Munch Museum, Oslo, Norway",,"unprimed paper, oil",92 x 70,420.jpg
421,Half-Nude in a Blue Skirt,1898,"Munch Museum, Oslo, Norway",,"unprimed paper, oil",80 x 55,421.jpg
422,Nude,1898,Location unknown,,"carton, gouache (?)",49 x 34,422.jpg
423,Nude,1898,"Munch Museum, Oslo, Norway",,"unprimed carton, oil","78,5 x 25,5",423.jpg
424,Two Women. Symbolic Study,1898,"Munch Museum, Oslo, Norway",,"panel, tempera",64 x 43,424.jpg
425,Sitting Nude by the Beach,1898,Private collection,,"wood panel, oil","39,2 x 59,5",425.jpg
426,Man and Woman,1898,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasums Meyer's collection)",,"canvas, oil",60 x 100,426.jpg
427,Nude in Profile towards the Right,1898,Rasmus Meyer's collections,,"canvas, oil",93 x 77,427.jpg
428,Metabolism,1898–99,"Munch Museum, Oslo, Norway",,"canvas, oil","172,5 x 142",428.jpg
429,Tulla Larsen,1898–99,"Munch Museum, Oslo, Norway",,"canvas, oil","119,5 x 61",429.jpg
430,Tulla Larsen,1898–99,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo",,"unprimed wood panel, oil",46 x 38,430.jpg
431,Father and Son,1898,Private collection,,"canvas, oil","96 x 119,5",431.jpg
432,Seated Nude and Three Male Heads (It is disputed whether this is a real Munch painting or whether it is not.[4]),1898–99,"Kunsthalle Bremen, Germany",,"canvas, oil",90 x 100,432.jpg
433,Tragedy,1898–1900,"The Minneapolis Institute of Arts, Minnesota, USA",,"canvas, oil","77 x 119,5",433.jpg
434,Jealousy in the Bath,1898–1900,Location unknown,," carton, oil","50 x 65,6",434.jpg
435,Beach,1898,"Stavanger Art Museum, Norway",,"unprimed carton, watercolor and oil","52,6 x 77",435.jpg
436,The Rainbow,1898,"Munch Museum, Oslo, Norway",,"unprimed carton, oil","65,5 x 78",436.jpg
437,Woman by the Sea in Åsgardstrand,1898,Private collection,,"canvas, oil",55 x 81,437.jpg
438,House with Red Virginia Creeper,1898–99,Private collection,,"canvas, oil","92,5 x 110",438.jpg
439,House with Red Virginia Creeper,1898–99,"National Gallery, Oslo, Norway",,"unprimed wood panel, oil","32,5 x 48",439.jpg
440,Red Virginia Creeper,1898–1900,"Munch Museum, Oslo, Norway",,"canvas, oil","119,5 x 121",440.jpg
441,The Son,1904,"Munch Museum, Oslo, Norway",,"canvas, oil",70 x 89,441.jpg
442,The Coffin is Carried Out,1898–1900,"Munch Museum, Oslo, Norway",," carton, oil",99 x 70,442.jpg
443,Boulevard in Paris,1898–1900,"Munch Museum, Oslo, Norway",,"canvas, oil",97 x 130,443.jpg
444,Winter,1899–1900,Private collection,,"canvas, oil and tempera","65 x 79,5",444.jpg
445,"Winter in the Woods, Nordstrand",1899,"National Gallery, Oslo, Norway",,"unprimed carton, oil","60,5 x 90",445.jpg
446,Death and the Child,1899,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil","104 x 179,5",446.jpg
447,Death and the Child,1899,"Kunsthalle Bremen, Germany",,"unprimed canvas, oil",100 x 90,447.jpg
448,Landscape,1899,"Munch Museum, Oslo, Norway",,"unprimed canvas, casein",76 x 85,448.jpg
449,The Garden,1899,"Munch Museum, Oslo, Norway",,"canvas, oil","64,5 x 95,5",449.jpg
450,Munch's House and Studio in Åsgardstrand,1899,Private collection,,"canvas, oil","31,5 x 40,5",450.jpg
451,Munch's House in Åsgårdstrand,1899,"Munch Museum, Oslo, Norway",,"unprimed carton, oil",49 x 60,451.jpg
452,Dark Spruce Forest,1899,"Munch Museum, Oslo, Norway",,"canvas, oil","90,5 x 60",452.jpg
453,Dark Spruce Forest,1899,"Munch Museum, Oslo, Norway",,"unprimed wood panel, oil","65,5 x 48",453.jpg
454,Dark Spruce Forest,1899,"Munch Museum, Oslo, Norway",,"unprimed wood panel, oil","45 x 67,5",454.jpg
455,Dark Spruce Forest,1899–1902,"Munch Museum, Oslo, Norway",,"canvas, oil","84,5 x 72,5",455.jpg
456,Dark Spruce Forest,1899–1902,"Munch Museum, Oslo, Norway",,"unprimed canvas, casein and oil","95,5 x 81",456.jpg
457,Aase Nørregaard,1899,"National Gallery, Oslo, Norway",,"canvas, oil",131 x 109,457.jpeg
458,Aase and Harald Nørregaard,1899,"National Gallery, Oslo, Norway",,"unprimed carton, oil and wax pastel","49,5 x 75",458.jpeg
459,Summer Night in Studenterlunden,1899,"JAPS Collection, Mexico",,"canvas, oil",101 x 91,459.jpg
460,Dance on the Beach,1899–1900,"Národni Galerie, Prague, Czech Republic",,"canvas, oil",99 x 96,460.jpg
461,Eye in Eye,1899–1900,"Munch Museum, Oslo, Norway",,"canvas, oil",136 x 110,461.jpg
462,Fertility,1899–1900,Private collection,,"canvas, oil",120 x 140,462.jpg
463,Red and White,1899–1900,"Munch Museum, Oslo, Norway",,"canvas, oil","93,5 x 129,5",463.jpg
464,Dance of Life,1899–1900,"National Gallery, Oslo, Norway",,"canvas, oil",125 x 191,464.jpg
465,Golgatha,1900,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 120,465.jpg
466,Under the Stars,1900–05,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 120,466.jpg
467,Melancholy,1900–01,"Munch Museum, Oslo, Norway",,"canvas, oil",110 x 126,467.jpg
468,Train Smoke,1900,"Munch Museum, Oslo, Norway",,"canvas, oil","84,5 x 109",468.jpg
469,"Sunset, Nordstrand",1900,Private collection,,"canvas, oil","80 x 65,5",469.jpg
470,View from Nordstrand,1900,Private collection,,"canvas, oil",81 x 65,470.jpg
471,The Island,1900,Private collection,,"canvas, oil",99 x 108,471.jpg
472,View from Nordstrand,1900–01,"Kunsthalle Mannheim, Germany",,"canvas, oil","72,8 x 100,4",472.jpg
473,Winter at Nordstrand,1900–01,Private collection,,"unprimed carton, oil","64,5 x 80",473.jpg
474,New Snow,1900–01,"Munch Museum, Oslo, Norway",,"canvas, oil",72 x 82,474.jpg
475,Winter Night,1900–01,"Kunsthaus Zürich, Switzerland",,"canvas, oil",81 x 121,475.jpg
476,Winter Night,1900–01,"Munch Museum, Oslo, Norway",,"unprimed carton, oil","73 x 49,5",476.jpg
477,White Night,1900–01,"National Gallery, Oslo, Norway",,"canvas, oil","115,5 x 111",477.jpg
478,Starry Night,1900–01,"Museum Folkwang, Essen, Germany",,"canvas, oil","59,5 x 74",478.jpg
479,Winter Forest,1900–01,"Hamburger Kunsthalle, Hamburg, Germany",,"unprimed carton, oil","60,5 x 90",479.jpg
480,Birch in Snow,1901,Private collection,,"unprimed carton, oil","60,5 x 58",480.jpg
481,Spring Landscape with Snow Plough,1901,Private collection,,"unprimed carton, oil","61 x 82,5",481.jpg
482,Landscape with a Road,1901,Private collection,,"unprimed carton, oil",50 x 80,482.jpg
483,The Girls on the Bridge,1901,"National Gallery, Oslo, Norway",,"canvas, oil",136 x 125,483.jpg
484,The Girls on the Bridge,1901,"Hamburger Kunsthalle, Hamburg, Germany",,"canvas, oil","84 x 129,5",484.jpg
485,The Book Family,1901,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",197 x 122,485.jpg
486,Street in Åsgårdstrand,1901,"Kunstmuseum Basel, Switzerland. A gift from Sigrid Schwarz von Spreckelsen og Katharina Schwarz",,"canvas, oil","88,5 x 114",486.jpg
487,Street in Åsgårdstrand,1901,Private collection,,"canvas, oil",68 x 90,487.jpg
488,Street in Åsgårdstrand and a Woman in Red Dress,1901–03,"Neue Pinakothek, Munich, Germany",,"canvas, oil","59,7 x 75,5",488.jpg
489,Midsummer Night's Eve,1901–03,Private collection,,"canvas, oil",81 x 74,489.jpg
490,Street in Åsgårdstrand with Groups of Men and Women,1901–03,Probably lost after 1910,lost,?,?,
491,Children Playing in the Street in Åsgårdstrand,1901–03,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil","74,6 x 89,2",491.jpg
492,Children in the Forest,1901–02,"Munch Museum, Oslo, Norway",,"canvas, oil and casein",90 x 100,492.jpg
493,Forest on the Way to Borre,1901–02,"Epstein Family Collection, Washington DC, USA",,"canvas, oil","36,5 x 45",493.jpg
494,Two Children on their way to the Fairytale Forest,1901–02,"Munch Museum, Oslo, Norway",,"unprimed canvas, casein and oil",84 x 121,494.jpg
495,The Fairytale Forest,1901–02,"National Gallery, Oslo, Norway",,"canvas, oil","79 x 106,5",495.jpg
496,Forest on the Way to Borre,1901–02,Private collection,,"canvas, oil",60 x 60,496.jpg
497,Wilhelm Le Fèvre Grimsgaard,1901,Location unknown,,"canvas, oil","75,5 x 64,2",497.jpg
498,Consul Christen Sandberg,1901,"Munch Museum, Oslo, Norway",,"canvas, oil",215 x 147,498.jpg
499,Albert Kollmann,1901–02,"Kunsthaus Zürich, Switzerland",,"canvas, oil","81,5 x 66",499.jpg
500,Albert Kollmann and Sten Drewsen,1901–02,"Hamburger Kunsthalle, Hamburg, Germany",,"canvas, oil","59 x 73,5",500.jpg
501,Male Portrait. Herr von R.,1902–04,Location unknown,,"carton, colored wax pastel",102 x 67,501.jpg
502,Marta Sandal,1902,Location unknown,,"canvas, colored wax pastel","63,5 x 31,5",502.jpg
503,Nude with Long Red Hair,1902,"Munch Museum, Oslo, Norway",,"canvas, oil",120 x 50,503.jpg
504,Nude in Front of the Mirror,1902,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo",,"canvas, oil",64 x 48,504.jpg
505,Nude with Red Skirt,1902,"Munch Museum, Oslo, Norway",,"canvas, oil","43 x 31,5",505.jpg
506,Standing Nude,1902,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo",,"unprimed carton, oil",92 x 77,506.jpg
507,Nude with Her Back Turned,1902,"Munch Museum, Oslo, Norway",,"canvas, oil",33 x 30,507.jpg
508,Morning. Nude at the Window,1902,The Saltzman Family Collection,,"canvas, oil","81,3 x 65,4",508.jpg
509,Nude in Interior,1902,Location unknown,,"canvas, oil","81,5 x 65,5",509.jpg
510,Nude Seated on the Bed,1902,"Staatsgalerie Stuttgart, Germany",,"canvas, oil",81 x 65,510.jpg
511,Two Nudes Standing by a Chest of Drawers,1902–03,"Westphalian State Museum of Art and Cultural History, Münster, Germany",,"canvas, oil","85,5 x 69,5",511.jpg
512,Blond and Dark-Haired Nude,1902–03,Location unknown,,"canvas, oil","60,3 x 70,5",512.jpg
513,Seated Nude,1902–03,"Munch Museum, Oslo, Norway",,"canvas, oil",75 x 49,513.jpg
514,Two Nudes,1902–03,"National Gallery, Oslo, Norway",,"canvas, oil",110 x 161,514.jpg
